tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
38,   3494 ,  376 ,  16   , 2081, 0.94   , 2640
39,   3493 ,  369 ,  16   , 2081, 0.94   , 2633
40,   3493 ,  363 ,  16   , 2081, 0.94   , 2627
41,   3493 ,  365 ,  16   , 2081, 0.94   , 2629
42,   3494 ,  365 ,  16   , 2081, 0.94   , 2629
43,   3494 ,  368 ,  16   , 2081, 0.94   , 2631
44,   3495 ,  365 ,  16   , 2081, 0.94   , 2628
45,   3495 ,  362 ,  16   , 2081, 0.94   , 2625
46,   3494 ,  362 ,  16   , 2081, 0.94   , 2626
47,   3494 ,  380 ,  16   , 2081, 0.93   , 2644
48,   3494 ,  380 ,  16   , 2081, 0.93   , 2644
49,   3495 ,  379 ,  16   , 2081, 0.93   , 2643
50,   3494 ,  380 ,  16   , 2081, 0.93   , 2643
51,   3494 ,  380 ,  16   , 2081, 0.93   , 2644
52,   3494 ,  366 ,  16   , 2081, 0.93   , 2629
53,   3494 ,  366 ,  16   , 2081, 0.93   , 2630
54,   3494 ,  366 ,  16   , 2081, 0.93   , 2630
55,   3495 ,  366 ,  16   , 2081, 0.93   , 2630
57,   3477 ,  395 ,  16   , 2081, 0.93   , 2658
58,   3492 ,  376 ,  16   , 2081, 0.93   , 2638
59,   3495 ,  346 ,  16   , 2081, 0.93   , 2609
60,   3495 ,  351 ,  16   , 2081, 0.93   , 2625
61,   3495 ,  375 ,  16   , 2081, 0.92   , 2639
62,   3495 ,  375 ,  16   , 2081, 0.92   , 2638
63,   3495 ,  375 ,  16   , 2081, 0.92   , 2639
64,   3495 ,  375 ,  16   , 2081, 0.92   , 2639
65,   3495 ,  371 ,  16   , 2081, 0.92   , 2635
66,   3495 ,  359 ,  16   , 2081, 0.92   , 2622
67,   3479 ,  390 ,  16   , 2081, 0.92   , 2654
68,   3479 ,  394 ,  16   , 2081, 0.92   , 2658
69,   3479 ,  398 ,  16   , 2081, 0.92   , 2662
70,   3480 ,  388 ,  16   , 2081, 0.92   , 2652
71,   3480 ,  391 ,  16   , 2081, 0.92   , 2655
72,   3479 ,  404 ,  16   , 2081, 0.92   , 2668
73,   3480 ,  401 ,  16   , 2081, 0.92   , 2665
74,   3481 ,  390 ,  16   , 2081, 0.91   , 2654
75,   3480 ,  391 ,  16   , 2081, 0.91   , 2655
76,   3480 ,  389 ,  16   , 2081, 0.91   , 2653
77,   3481 ,  387 ,  16   , 2081, 0.91   , 2650
78,   3480 ,  402 ,  16   , 2081, 0.91   , 2666
79,   3481 ,  403 ,  16   , 2081, 0.91   , 2668
80,   3481 ,  403 ,  16   , 2081, 0.91   , 2668
81,   3481 ,  404 ,  16   , 2081, 0.91   , 2667
82,   3481 ,  401 ,  16   , 2081, 0.91   , 2664
83,   3481 ,  400 ,  16   , 2081, 0.91   , 2664
85,   3478 ,  372 ,  16   , 2081, 0.91   , 2636
86,   3474 ,  377 ,  16   , 2081, 0.91   , 2641
87,   3473 ,  409 ,  16   , 2081, 0.91   , 2676
88,   3472 ,  410 ,  16   , 2081, 0.90   , 2674
89,   3473 ,  391 ,  16   , 2081, 0.90   , 2657
90,   3474 ,  373 ,  16   , 2081, 0.90   , 2640
91,   3473 ,  372 ,  16   , 2081, 0.90   , 2641
92,   3473 ,  391 ,  16   , 2081, 0.90   , 2659
93,   3473 ,  389 ,  16   , 2081, 0.90   , 2658
94,   3475 ,  388 ,  16   , 2081, 0.90   , 2657
95,   3474 ,  386 ,  16   , 2081, 0.90   , 2657
96,   3474 ,  387 ,  16   , 2081, 0.90   , 2658
97,   3471 ,  388 ,  16   , 2081, 0.90   , 2659
98,   3472 ,  386 ,  16   , 2081, 0.90   , 2658
99,   3475 ,  381 ,  16   , 2081, 0.90   , 2654
100,   3474 ,  381 ,  16   , 2081, 0.90   , 2654
101,   3472 ,  383 ,  16   , 2081, 0.89   , 2656
102,   3473 ,  379 ,  16   , 2081, 0.89   , 2653
103,   3475 ,  378 ,  16   , 2081, 0.89   , 2653
104,   3475 ,  382 ,  16   , 2081, 0.89   , 2657
105,   3474 ,  380 ,  16   , 2081, 0.89   , 2656
106,   3474 ,  377 ,  16   , 2081, 0.89   , 2656
107,   3477 ,  374 ,  16   , 2081, 0.89   , 2651
108,   3475 ,  375 ,  16   , 2081, 0.89   , 2654
109,   3475 ,  374 ,  16   , 2081, 0.89   , 2653
111,   3472 ,  377 ,  16   , 2081, 0.89   , 2654
112,   3472 ,  375 ,  16   , 2081, 0.89   , 2656
113,   3470 ,  377 ,  16   , 2081, 0.89   , 2657
114,   3471 ,  374 ,  16   , 2081, 0.89   , 2656
115,   3471 ,  376 ,  16   , 2081, 0.88   , 2659
116,   3470 ,  375 ,  16   , 2081, 0.88   , 2657
117,   3470 ,  374 ,  16   , 2081, 0.88   , 2658
118,   3470 ,  364 ,  16   , 2081, 0.88   , 2648
119,   3469 ,  379 ,  16   , 2081, 0.88   , 2663
120,   3470 ,  364 ,  16   , 2081, 0.88   , 2650
121,   3470 ,  360 ,  16   , 2081, 0.88   , 2647
122,   3471 ,  361 ,  16   , 2081, 0.88   , 2648
123,   3472 ,  366 ,  16   , 2081, 0.88   , 2653
124,   3472 ,  377 ,  16   , 2081, 0.88   , 2665
125,   3470 ,  379 ,  16   , 2081, 0.88   , 2667
126,   3469 ,  378 ,  16   , 2081, 0.88   , 2668
127,   3469 ,  378 ,  16   , 2081, 0.88   , 2668
128,   3468 ,  378 ,  16   , 2081, 0.88   , 2668
129,   3471 ,  376 ,  16   , 2081, 0.87   , 2667
130,   3473 ,  375 ,  16   , 2081, 0.87   , 2667
131,   3470 ,  377 ,  16   , 2081, 0.87   , 2668
132,   3471 ,  374 ,  16   , 2081, 0.87   , 2667
133,   3472 ,  373 ,  16   , 2081, 0.87   , 2666
134,   3473 ,  373 ,  16   , 2081, 0.87   , 2667
135,   3471 ,  373 ,  16   , 2081, 0.87   , 2669
136,   3470 ,  373 ,  16   , 2081, 0.87   , 2668
137,   3468 ,  375 ,  16   , 2081, 0.87   , 2670
139,   3469 ,  373 ,  16   , 2081, 0.87   , 2669
140,   3469 ,  373 ,  16   , 2081, 0.87   , 2670
141,   3470 ,  370 ,  16   , 2081, 0.87   , 2668
142,   3472 ,  368 ,  16   , 2081, 0.87   , 2667
143,   3473 ,  368 ,  16   , 2081, 0.86   , 2666
144,   3472 ,  367 ,  16   , 2081, 0.86   , 2666
145,   3473 ,  366 ,  16   , 2081, 0.86   , 2667
146,   3473 ,  364 ,  16   , 2081, 0.86   , 2666
147,   3472 ,  365 ,  16   , 2081, 0.86   , 2667
148,   3472 ,  365 ,  16   , 2081, 0.86   , 2666
149,   3471 ,  364 ,  16   , 2081, 0.86   , 2668
150,   3471 ,  364 ,  16   , 2081, 0.86   , 2667
151,   3474 ,  359 ,  16   , 2081, 0.86   , 2663
152,   3472 ,  362 ,  16   , 2081, 0.86   , 2668
153,   3472 ,  361 ,  16   , 2081, 0.86   , 2667
154,   3471 ,  361 ,  16   , 2081, 0.86   , 2668
155,   3471 ,  361 ,  16   , 2081, 0.85   , 2668
156,   3471 ,  360 ,  16   , 2081, 0.85   , 2668
157,   3472 ,  359 ,  16   , 2081, 0.85   , 2667
158,   3470 ,  360 ,  16   , 2081, 0.85   , 2669
159,   3470 ,  360 ,  16   , 2081, 0.85   , 2669
160,   3471 ,  357 ,  16   , 2081, 0.85   , 2668
161,   3470 ,  357 ,  16   , 2081, 0.85   , 2669
162,   3470 ,  357 ,  16   , 2081, 0.85   , 2669
163,   3472 ,  355 ,  16   , 2081, 0.85   , 2668
164,   3472 ,  354 ,  16   , 2081, 0.85   , 2667
165,   3469 ,  356 ,  16   , 2081, 0.85   , 2669
167,   3469 ,  355 ,  16   , 2081, 0.85   , 2670
168,   3470 ,  354 ,  16   , 2081, 0.85   , 2669
169,   3471 ,  352 ,  16   , 2081, 0.84   , 2667
170,   3470 ,  353 ,  16   , 2081, 0.84   , 2669
171,   3471 ,  353 ,  16   , 2081, 0.84   , 2668
172,   3472 ,  349 ,  16   , 2081, 0.84   , 2667
173,   3472 ,  349 ,  16   , 2081, 0.84   , 2668
174,   3475 ,  345 ,  16   , 2081, 0.84   , 2664
175,   3473 ,  347 ,  16   , 2081, 0.84   , 2667
176,   3472 ,  346 ,  16   , 2081, 0.84   , 2666
177,   3472 ,  346 ,  16   , 2081, 0.84   , 2667
178,   3471 ,  346 ,  16   , 2081, 0.84   , 2667
179,   3471 ,  341 ,  16   , 2081, 0.84   , 2662
180,   3471 ,  339 ,  16   , 2081, 0.84   , 2661
181,   3473 ,  338 ,  16   , 2081, 0.83   , 2662
182,   3472 ,  339 ,  16   , 2081, 0.83   , 2664
183,   3473 ,  339 ,  16   , 2081, 0.83   , 2665
184,   3471 ,  341 ,  16   , 2081, 0.83   , 2667
185,   3470 ,  345 ,  16   , 2081, 0.83   , 2670
186,   3470 ,  348 ,  16   , 2081, 0.83   , 2674
187,   3470 ,  349 ,  16   , 2081, 0.83   , 2674
188,   3470 ,  349 ,  16   , 2081, 0.83   , 2676
189,   3470 ,  350 ,  16   , 2081, 0.83   , 2675
190,   3470 ,  353 ,  16   , 2081, 0.83   , 2678
191,   3470 ,  353 ,  16   , 2081, 0.83   , 2679
192,   3469 ,  352 ,  16   , 2081, 0.83   , 2679
