tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
56,   3720 ,  183 ,  17   , 2079, 0.45   , 2263
57,   3727 ,  176 ,  17   , 2079, 0.45   , 2258
58,   3725 ,  178 ,  17   , 2079, 0.45   , 2260
59,   3719 ,  190 ,  17   , 2079, 0.45   , 2272
60,   3719 ,  190 ,  17   , 2079, 0.45   , 2272
61,   3719 ,  190 ,  17   , 2079, 0.45   , 2272
62,   3720 ,  189 ,  17   , 2079, 0.45   , 2272
63,   3720 ,  189 ,  17   , 2079, 0.45   , 2271
64,   3720 ,  188 ,  17   , 2079, 0.45   , 2271
65,   3719 ,  190 ,  17   , 2079, 0.45   , 2272
67,   3720 ,  188 ,  17   , 2079, 0.45   , 2271
68,   3721 ,  188 ,  17   , 2079, 0.45   , 2269
69,   3722 ,  186 ,  17   , 2079, 0.45   , 2269
70,   3721 ,  187 ,  17   , 2079, 0.45   , 2269
71,   3722 ,  187 ,  17   , 2079, 0.45   , 2269
72,   3710 ,  201 ,  17   , 2079, 0.45   , 2283
73,   3709 ,  201 ,  17   , 2079, 0.45   , 2284
74,   3708 ,  201 ,  17   , 2079, 0.45   , 2284
75,   3708 ,  205 ,  17   , 2079, 0.45   , 2288
76,   3716 ,  172 ,  17   , 2079, 0.45   , 2249
77,   3719 ,  169 ,  17   , 2079, 0.45   , 2251
78,   3720 ,  182 ,  17   , 2079, 0.45   , 2264
79,   3717 ,  205 ,  17   , 2079, 0.45   , 2288
80,   3726 ,  161 ,  17   , 2079, 0.45   , 2243
81,   3741 ,  130 ,  17   , 2079, 0.45   , 2212
82,   3738 ,  144 ,  17   , 2079, 0.45   , 2225
83,   3738 ,  155 ,  17   , 2079, 0.45   , 2238
84,   3736 ,  138 ,  17   , 2079, 0.45   , 2221
85,   3738 ,  139 ,  17   , 2079, 0.45   , 2222
86,   3728 ,  150 ,  17   , 2079, 0.45   , 2234
87,   3727 ,  160 ,  17   , 2079, 0.45   , 2244
88,   3723 ,  138 ,  17   , 2079, 0.45   , 2221
90,   3727 ,  144 ,  17   , 2079, 0.45   , 2230
91,   3723 ,  135 ,  18   , 2079, 0.45   , 2208
92,   3731 ,  152 ,  18   , 2079, 0.45   , 2216
93,   3734 ,  168 ,  18   , 2079, 0.45   , 2233
94,   3736 ,  172 ,  18   , 2079, 0.45   , 2239
95,   3739 ,  170 ,  18   , 2079, 0.45   , 2237
96,   3731 ,  183 ,  18   , 2079, 0.45   , 2251
97,   3727 ,  179 ,  18   , 2079, 0.45   , 2248
98,   3727 ,  178 ,  18   , 2079, 0.45   , 2248
99,   3729 ,  177 ,  18   , 2079, 0.45   , 2249
100,   3730 ,  180 ,  18   , 2079, 0.45   , 2254
101,   3729 ,  185 ,  18   , 2079, 0.45   , 2257
102,   3729 ,  181 ,  18   , 2079, 0.45   , 2256
103,   3730 ,  169 ,  18   , 2079, 0.45   , 2245
104,   3731 ,  171 ,  18   , 2079, 0.45   , 2249
105,   3731 ,  167 ,  18   , 2079, 0.45   , 2245
106,   3730 ,  166 ,  18   , 2079, 0.45   , 2246
107,   3722 ,  179 ,  18   , 2079, 0.45   , 2259
108,   3717 ,  183 ,  18   , 2079, 0.45   , 2266
109,   3727 ,  174 ,  18   , 2079, 0.45   , 2258
110,   3727 ,  173 ,  18   , 2079, 0.45   , 2256
111,   3731 ,  163 ,  18   , 2079, 0.45   , 2250
112,   3737 ,  156 ,  18   , 2079, 0.45   , 2244
113,   3739 ,  147 ,  18   , 2079, 0.45   , 2237
114,   3747 ,  132 ,  18   , 2079, 0.45   , 2223
116,   3748 ,  130 ,  18   , 2079, 0.45   , 2223
117,   3751 ,  129 ,  18   , 2079, 0.45   , 2224
118,   3748 ,  144 ,  18   , 2079, 0.45   , 2228
119,   3752 ,  142 ,  18   , 2079, 0.45   , 2228
120,   3750 ,  148 ,  18   , 2079, 0.45   , 2234
121,   3752 ,  150 ,  18   , 2079, 0.45   , 2237
122,   3751 ,  149 ,  18   , 2079, 0.45   , 2237
123,   3764 ,  130 ,  18   , 2079, 0.45   , 2218
124,   3764 ,  131 ,  18   , 2079, 0.45   , 2221
125,   3746 ,  148 ,  18   , 2079, 0.45   , 2240
126,   3741 ,  158 ,  18   , 2079, 0.45   , 2251
127,   3742 ,  157 ,  18   , 2079, 0.45   , 2251
128,   3744 ,  154 ,  18   , 2079, 0.45   , 2250
129,   3744 ,  153 ,  18   , 2079, 0.45   , 2249
130,   3743 ,  154 ,  18   , 2079, 0.45   , 2251
131,   3745 ,  150 ,  18   , 2079, 0.45   , 2249
132,   3741 ,  153 ,  18   , 2079, 0.45   , 2253
133,   3744 ,  149 ,  18   , 2079, 0.45   , 2250
134,   3743 ,  149 ,  18   , 2079, 0.45   , 2252
135,   3744 ,  146 ,  18   , 2079, 0.45   , 2250
136,   3745 ,  144 ,  18   , 2079, 0.45   , 2249
138,   3747 ,  141 ,  18   , 2079, 0.45   , 2247
139,   3734 ,  155 ,  18   , 2079, 0.45   , 2263
140,   3733 ,  154 ,  18   , 2079, 0.45   , 2264
141,   3730 ,  157 ,  18   , 2079, 0.45   , 2266
142,   3730 ,  156 ,  18   , 2079, 0.45   , 2266
143,   3740 ,  145 ,  18   , 2079, 0.45   , 2257
144,   3738 ,  145 ,  18   , 2079, 0.45   , 2259
145,   3739 ,  144 ,  18   , 2079, 0.45   , 2260
146,   3732 ,  149 ,  18   , 2079, 0.45   , 2264
147,   3731 ,  149 ,  18   , 2079, 0.45   , 2266
148,   3731 ,  148 ,  18   , 2079, 0.45   , 2266
149,   3733 ,  145 ,  18   , 2079, 0.45   , 2265
150,   3732 ,  144 ,  18   , 2079, 0.45   , 2264
151,   3732 ,  143 ,  18   , 2079, 0.45   , 2265
152,   3732 ,  143 ,  18   , 2079, 0.45   , 2265
153,   3732 ,  141 ,  18   , 2079, 0.45   , 2265
154,   3733 ,  138 ,  18   , 2079, 0.45   , 2262
155,   3735 ,  138 ,  18   , 2079, 0.45   , 2264
156,   3734 ,  136 ,  18   , 2079, 0.45   , 2262
157,   3731 ,  138 ,  18   , 2079, 0.45   , 2266
158,   3731 ,  137 ,  18   , 2079, 0.45   , 2264
159,   3734 ,  133 ,  18   , 2079, 0.45   , 2263
161,   3733 ,  133 ,  18   , 2079, 0.45   , 2263
162,   3735 ,  128 ,  18   , 2079, 0.45   , 2260
163,   3736 ,  127 ,  18   , 2079, 0.45   , 2260
164,   3739 ,  137 ,  18   , 2078, 0.45   , 2260
165,   3741 ,  134 ,  18   , 2078, 0.45   , 2258
166,   3740 ,  134 ,  18   , 2078, 0.45   , 2260
167,   3740 ,  134 ,  18   , 2078, 0.45   , 2260
168,   3739 ,  133 ,  18   , 2078, 0.45   , 2261
169,   3738 ,  133 ,  18   , 2078, 0.45   , 2262
170,   3741 ,  130 ,  18   , 2078, 0.45   , 2261
171,   3740 ,  129 ,  18   , 2078, 0.45   , 2261
172,   3739 ,  130 ,  18   , 2078, 0.45   , 2262
173,   3738 ,  129 ,  18   , 2078, 0.45   , 2263
174,   3732 ,  133 ,  18   , 2078, 0.45   , 2268
175,   3733 ,  132 ,  18   , 2078, 0.45   , 2268
176,   3734 ,  125 ,  18   , 2078, 0.45   , 2261
177,   3737 ,  132 ,  18   , 2078, 0.45   , 2263
178,   3738 ,  130 ,  18   , 2078, 0.45   , 2262
179,   3739 ,  130 ,  18   , 2078, 0.45   , 2261
180,   3739 ,  127 ,  18   , 2078, 0.45   , 2261
181,   3740 ,  124 ,  18   , 2078, 0.45   , 2260
183,   3738 ,  124 ,  18   , 2078, 0.45   , 2262
184,   3738 ,  132 ,  18   , 2078, 0.45   , 2264
185,   3738 ,  130 ,  18   , 2078, 0.45   , 2262
186,   3737 ,  128 ,  18   , 2078, 0.45   , 2262
187,   3741 ,  126 ,  18   , 2078, 0.45   , 2260
188,   3738 ,  127 ,  18   , 2078, 0.45   , 2263
189,   3741 ,  123 ,  18   , 2078, 0.45   , 2264
190,   3741 ,  128 ,  18   , 2078, 0.45   , 2260
191,   3742 ,  130 ,  18   , 2078, 0.45   , 2263
