tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
143,   3475 ,  271 ,  16   , 2081, 0.55   , 2642
144,   3476 ,  268 ,  16   , 2081, 0.55   , 2640
145,   3478 ,  265 ,  16   , 2081, 0.55   , 2639
146,   3476 ,  267 ,  16   , 2081, 0.54   , 2640
147,   3475 ,  267 ,  16   , 2081, 0.54   , 2642
148,   3476 ,  265 ,  16   , 2081, 0.54   , 2642
149,   3478 ,  262 ,  16   , 2081, 0.54   , 2638
151,   3478 ,  259 ,  16   , 2081, 0.54   , 2636
152,   3479 ,  259 ,  16   , 2081, 0.54   , 2636
153,   3477 ,  260 ,  16   , 2081, 0.54   , 2639
154,   3477 ,  259 ,  16   , 2081, 0.54   , 2638
155,   3479 ,  257 ,  16   , 2081, 0.54   , 2637
156,   3479 ,  256 ,  16   , 2081, 0.54   , 2637
157,   3479 ,  255 ,  16   , 2081, 0.54   , 2637
158,   3479 ,  254 ,  16   , 2081, 0.54   , 2638
159,   3478 ,  254 ,  16   , 2081, 0.54   , 2639
160,   3478 ,  252 ,  16   , 2081, 0.53   , 2637
161,   3477 ,  254 ,  16   , 2081, 0.53   , 2640
162,   3477 ,  252 ,  16   , 2081, 0.53   , 2639
163,   3476 ,  253 ,  16   , 2081, 0.53   , 2641
164,   3478 ,  250 ,  16   , 2081, 0.53   , 2642
165,   3474 ,  253 ,  16   , 2081, 0.53   , 2642
166,   3475 ,  251 ,  16   , 2081, 0.53   , 2641
167,   3476 ,  249 ,  16   , 2081, 0.53   , 2642
168,   3478 ,  246 ,  16   , 2081, 0.53   , 2638
169,   3477 ,  247 ,  16   , 2081, 0.53   , 2639
170,   3479 ,  244 ,  16   , 2081, 0.53   , 2638
171,   3479 ,  242 ,  16   , 2081, 0.53   , 2637
172,   3480 ,  240 ,  16   , 2081, 0.53   , 2636
173,   3480 ,  239 ,  16   , 2081, 0.53   , 2635
174,   3481 ,  238 ,  16   , 2081, 0.52   , 2635
176,   3479 ,  238 ,  16   , 2081, 0.52   , 2637
177,   3477 ,  240 ,  16   , 2081, 0.52   , 2640
178,   3477 ,  240 ,  16   , 2081, 0.52   , 2639
179,   3477 ,  238 ,  16   , 2081, 0.52   , 2641
180,   3476 ,  238 ,  16   , 2081, 0.52   , 2639
181,   3477 ,  240 ,  16   , 2081, 0.52   , 2642
182,   3477 ,  236 ,  16   , 2081, 0.52   , 2638
183,   3477 ,  235 ,  16   , 2081, 0.52   , 2639
184,   3477 ,  234 ,  16   , 2081, 0.52   , 2638
185,   3479 ,  231 ,  16   , 2081, 0.52   , 2637
186,   3479 ,  231 ,  16   , 2081, 0.52   , 2637
187,   3479 ,  230 ,  16   , 2081, 0.52   , 2637
188,   3478 ,  230 ,  16   , 2081, 0.51   , 2637
189,   3477 ,  230 ,  16   , 2081, 0.51   , 2638
190,   3477 ,  228 ,  16   , 2081, 0.51   , 2639
191,   3469 ,  239 ,  16   , 2081, 0.51   , 2650
192,   3469 ,  239 ,  16   , 2081, 0.51   , 2650
193,   3468 ,  240 ,  16   , 2081, 0.51   , 2651
194,   3468 ,  244 ,  16   , 2081, 0.51   , 2654
195,   3468 ,  243 ,  16   , 2081, 0.51   , 2654
196,   3468 ,  243 ,  16   , 2081, 0.51   , 2654
197,   3468 ,  244 ,  16   , 2081, 0.51   , 2654
198,   3467 ,  247 ,  16   , 2081, 0.51   , 2658
199,   3467 ,  248 ,  16   , 2081, 0.51   , 2659
200,   3467 ,  247 ,  16   , 2081, 0.50   , 2659
201,   3467 ,  247 ,  16   , 2081, 0.50   , 2658
202,   3467 ,  246 ,  16   , 2081, 0.50   , 2657
204,   3467 ,  250 ,  16   , 2081, 0.50   , 2661
205,   3466 ,  250 ,  16   , 2081, 0.50   , 2661
206,   3467 ,  246 ,  16   , 2081, 0.50   , 2658
207,   3464 ,  249 ,  16   , 2081, 0.50   , 2660
208,   3464 ,  250 ,  16   , 2081, 0.50   , 2660
209,   3465 ,  252 ,  16   , 2081, 0.50   , 2663
210,   3465 ,  251 ,  16   , 2081, 0.50   , 2663
211,   3465 ,  248 ,  16   , 2081, 0.50   , 2659
212,   3465 ,  248 ,  16   , 2081, 0.50   , 2659
213,   3465 ,  248 ,  16   , 2081, 0.49   , 2659
214,   3466 ,  250 ,  16   , 2081, 0.49   , 2662
215,   3467 ,  250 ,  16   , 2081, 0.49   , 2661
